customer_id,recency,monetary_value,frequency,r_quartile,f_quartile,m_quartile,RFM_segment,RFM_score
2314.0,211,970,10,3,1,3,313,7
2315.0,568,590,10,1,1,2,112,4
2317.0,232,580,20,3,2,2,322,7
2319.0,463,20,10,2,1,1,211,4
2320.0,71,1490,20,4,2,3,423,9
2321.0,358,510,20,2,2,2,222,6
2322.0,78,110,10,4,1,1,411,6
2328.0,379,6100,70,2,4,4,244,10
2330.0,85,400,20,4,2,2,422,8
2332.0,148,330,10,3,1,2,312,6
2333.0,365,430,10,2,1,2,212,5
2334.0,316,300,10,2,1,2,212,5
2336.0,225,1040,20,3,2,3,323,8
2337.0,834,10,10,1,1,1,111,3
2343.0,99,1120,20,4,2,3,423,9
2344.0,57,1310,10,4,1,3,413,8
2345.0,708,620,10,1,1,2,112,4
2346.0,225,140,10,3,1,1,311,5
2347.0,8,300,20,4,2,2,422,8
2349.0,841,80,10,1,1,1,111,3
2350.0,491,510,10,1,1,2,112,4
2352.0,85,200,10,4,1,1,411,6
2354.0,764,190,10,1,1,1,111,3
2355.0,113,50,10,3,1,1,311,5
2357.0,701,240,10,1,1,1,111,3
2358.0,22,1330,20,4,2,3,423,9
2359.0,127,560,20,3,2,2,322,7
2361.0,365,1070,20,2,2,3,223,7
2364.0,848,180,10,1,1,1,111,3
2365.0,379,1300,10,2,1,3,213,6
2368.0,855,120,10,1,1,1,111,3
2369.0,526,1490,10,1,1,3,113,5
2370.0,8,380,10,4,1,2,412,7
2371.0,407,2370,20,2,2,4,224,8
2377.0,351,890,10,2,1,3,213,6
2379.0,8,560,10,4,1,2,412,7
2380.0,372,160,10,2,1,1,211,4
2381.0,344,2140,30,2,3,4,234,9
2384.0,50,150,20,4,2,1,421,7
2385.0,57,70,10,4,1,1,411,6
2388.0,78,320,10,4,1,2,412,7
2390.0,400,2430,20,2,2,4,224,8
2392.0,701,250,10,1,1,1,111,3
2398.0,92,110,30,4,3,1,431,8
2402.0,358,230,10,2,1,1,211,4
2406.0,414,300,10,2,1,2,212,5
2409.0,743,130,10,1,1,1,111,3
2411.0,554,270,10,1,1,2,112,4
2412.0,218,780,30,3,3,3,333,9
2415.0,337,3480,10,2,1,4,214,7
2416.0,519,4650,10,1,1,4,114,6
2417.0,169,150,10,3,1,1,311,5
2423.0,575,190,10,1,1,1,111,3
2426.0,92,340,10,4,1,2,412,7
2429.0,428,980,20,2,2,3,223,7
2430.0,64,230,10,4,1,1,411,6
2432.0,736,530,10,1,1,2,112,4
2434.0,743,560,10,1,1,2,112,4
2436.0,36,820,10,4,1,3,413,8
2437.0,680,90,10,1,1,1,111,3
2441.0,330,2370,10,2,1,4,214,7
2443.0,722,540,10,1,1,2,112,4
2444.0,680,570,20,1,2,2,122,5
2445.0,344,220,20,2,2,1,221,5
2446.0,211,1600,20,3,2,3,323,8
2447.0,155,300,10,3,1,2,312,6
2448.0,337,1150,10,2,1,3,213,6
2449.0,386,480,10,2,1,2,212,5
2450.0,127,1210,30,3,3,3,333,9
2455.0,435,1810,30,2,3,4,234,9
2457.0,365,5470,20,2,2,4,224,8
2462.0,631,270,10,1,1,2,112,4
2463.0,407,50,10,2,1,1,211,4
2464.0,64,70,10,4,1,1,411,6
2466.0,218,150,20,3,2,1,321,6
2468.0,29,650,20,4,2,2,422,8
2470.0,8,120,10,4,1,1,411,6
2471.0,736,1820,10,1,1,4,114,6
2472.0,526,500,10,1,1,2,112,4
2474.0,78,90,10,4,1,1,411,6
2475.0,218,280,10,3,1,2,312,6
2476.0,617,20,10,1,1,1,111,3
2478.0,71,80,10,4,1,1,411,6
2479.0,225,6010,20,3,2,4,324,9
2480.0,659,100,10,1,1,1,111,3
2484.0,582,190,10,1,1,1,111,3
2486.0,610,920,10,1,1,3,113,5
2487.0,484,860,10,1,1,3,113,5
2492.0,127,4020,30,3,3,4,334,10
2493.0,365,140,10,2,1,1,211,4
2495.0,526,610,10,1,1,2,112,4
2498.0,554,60,10,1,1,1,111,3
2499.0,386,110,10,2,1,1,211,4
2500.0,610,160,10,1,1,1,111,3
2506.0,78,430,20,4,2,2,422,8
2508.0,99,110,10,4,1,1,411,6
2513.0,407,690,20,2,2,2,222,6
2514.0,771,30,10,1,1,1,111,3
2516.0,120,1020,40,3,4,3,343,10
2517.0,526,150,10,1,1,1,111,3
2518.0,372,2520,20,2,2,4,224,8
2519.0,799,100,10,1,1,1,111,3
2522.0,197,170,10,3,1,1,311,5
2523.0,253,100,10,3,1,1,311,5
2524.0,764,670,20,1,2,2,122,5
2525.0,204,420,20,3,2,2,322,7
2526.0,15,520,20,4,2,2,422,8
2527.0,162,280,10,3,1,2,312,6
2529.0,736,120,10,1,1,1,111,3
2532.0,260,800,10,3,1,3,313,7
2534.0,386,500,20,2,2,2,222,6
2536.0,1,130,10,4,1,1,411,6
2537.0,512,10,10,1,1,1,111,3
2538.0,288,150,10,2,1,1,211,4
2541.0,106,260,20,4,2,1,421,7
2542.0,183,470,20,3,2,2,322,7
2545.0,827,2500,10,1,1,4,114,6
2547.0,141,4060,10,3,1,4,314,8
2549.0,351,1870,30,2,3,4,234,9
2551.0,512,1310,10,1,1,3,113,5
2552.0,554,200,10,1,1,1,111,3
2556.0,288,1080,30,2,3,3,233,8
2558.0,806,60,10,1,1,1,111,3
2563.0,71,110,20,4,2,1,421,7
2564.0,204,2220,10,3,1,4,314,8
2565.0,15,540,10,4,1,2,412,7
2568.0,29,950,20,4,2,3,423,9
2570.0,134,230,20,3,2,1,321,6
2571.0,64,80,10,4,1,1,411,6
2572.0,190,360,20,3,2,2,322,7
2576.0,785,70,10,1,1,1,111,3
2577.0,316,320,10,2,1,2,212,5
2578.0,848,30,10,1,1,1,111,3
2579.0,722,3380,20,1,2,4,124,7
2580.0,624,170,10,1,1,1,111,3
2582.0,834,80,10,1,1,1,111,3
2585.0,22,410,10,4,1,2,412,7
2586.0,519,1030,10,1,1,3,113,5
2587.0,715,230,10,1,1,1,111,3
2593.0,162,870,10,3,1,3,313,7
2595.0,701,290,20,1,2,2,122,5
2597.0,148,980,30,3,3,3,333,9
2600.0,106,420,20,4,2,2,422,8
2602.0,92,1320,30,4,3,3,433,10
2603.0,1,580,20,4,2,2,422,8
2604.0,750,750,10,1,1,3,113,5
2606.0,645,360,10,1,1,2,112,4
2608.0,631,60,10,1,1,1,111,3
2612.0,785,1610,10,1,1,3,113,5
2613.0,694,140,10,1,1,1,111,3
2614.0,463,670,20,2,2,2,222,6
2615.0,414,110,10,2,1,1,211,4
2616.0,337,210,20,2,2,1,221,5
2618.0,344,230,20,2,2,1,221,5
2620.0,176,650,20,3,2,2,322,7
2621.0,22,1280,20,4,2,3,423,9
2622.0,176,870,10,3,1,3,313,7
2624.0,561,160,10,1,1,1,111,3
2625.0,218,220,10,3,1,1,311,5
2626.0,274,120,10,2,1,1,211,4
2627.0,1,70,10,4,1,1,411,6
2628.0,855,620,10,1,1,2,112,4
2629.0,302,220,10,2,1,1,211,4
2631.0,337,410,10,2,1,2,212,5
2634.0,344,140,20,2,2,1,221,5
2635.0,799,30,10,1,1,1,111,3
2637.0,561,540,10,1,1,2,112,4
2638.0,351,790,10,2,1,3,213,6
2639.0,295,870,20,2,2,3,223,7
2640.0,344,320,10,2,1,2,212,5
2641.0,1,3700,40,4,4,4,444,12
2643.0,204,480,10,3,1,2,312,6
2644.0,64,690,20,4,2,2,422,8
2646.0,197,930,10,3,1,3,313,7
2648.0,848,440,10,1,1,2,112,4
2650.0,785,80,10,1,1,1,111,3
2652.0,792,80,10,1,1,1,111,3
2654.0,1,2350,10,4,1,4,414,9
2656.0,827,620,10,1,1,2,112,4
2657.0,99,30,10,4,1,1,411,6
2658.0,708,830,10,1,1,3,113,5
2659.0,8,380,10,4,1,2,412,7
2660.0,190,780,10,3,1,3,313,7
2661.0,337,750,20,2,2,3,223,7
2662.0,351,2000,10,2,1,4,214,7
2664.0,540,500,10,1,1,2,112,4
2665.0,64,710,30,4,3,2,432,9
2666.0,603,700,10,1,1,2,112,4
2667.0,736,460,10,1,1,2,112,4
2668.0,211,5180,10,3,1,4,314,8
2669.0,50,100,10,4,1,1,411,6
2670.0,85,180,10,4,1,1,411,6
2671.0,463,20,10,2,1,1,211,4
2674.0,673,270,20,1,2,2,122,5
2677.0,561,280,10,1,1,2,112,4
2679.0,36,300,10,4,1,2,412,7
2680.0,22,1320,20,4,2,3,423,9
2681.0,379,5910,30,2,3,4,234,9
2682.0,92,2150,30,4,3,4,434,11
2683.0,183,750,20,3,2,3,323,8
2686.0,176,50,10,3,1,1,311,5
2688.0,778,210,10,1,1,1,111,3
2689.0,442,60,10,2,1,1,211,4
2691.0,673,820,10,1,1,3,113,5
2692.0,701,1030,20,1,2,3,123,6
2693.0,64,190,10,4,1,1,411,6
2697.0,729,130,10,1,1,1,111,3
2698.0,414,3270,10,2,1,4,214,7
2703.0,764,50,10,1,1,1,111,3
2704.0,484,8100,20,1,2,4,124,7
2706.0,372,1660,30,2,3,3,233,8
2707.0,197,520,10,3,1,2,312,6
2708.0,596,20,10,1,1,1,111,3
2709.0,351,430,20,2,2,2,222,6
2710.0,253,310,20,3,2,2,322,7
2711.0,582,120,10,1,1,1,111,3
2714.0,519,3080,20,1,2,4,124,7
2716.0,204,450,10,3,1,2,312,6
2718.0,379,1460,10,2,1,3,213,6
2719.0,302,110,20,2,2,1,221,5
2722.0,463,20,10,2,1,1,211,4
2724.0,638,60,10,1,1,1,111,3
2726.0,316,1300,10,2,1,3,213,6
2727.0,281,170,10,2,1,1,211,4
2728.0,421,2170,10,2,1,4,214,7
2730.0,330,480,10,2,1,2,212,5
2731.0,260,360,20,3,2,2,322,7
2734.0,141,2410,20,3,2,4,324,9
2735.0,505,1240,10,1,1,3,113,5
2736.0,666,280,10,1,1,2,112,4
2737.0,85,990,20,4,2,3,423,9
2739.0,498,120,10,1,1,1,111,3
2740.0,71,900,20,4,2,3,423,9
2741.0,309,480,20,2,2,2,222,6
2742.0,750,220,10,1,1,1,111,3
2744.0,64,140,10,4,1,1,411,6
2745.0,652,2000,30,1,3,4,134,8
2748.0,596,1740,10,1,1,4,114,6
2749.0,78,30,10,4,1,1,411,6
2752.0,834,490,10,1,1,2,112,4
2753.0,232,20,10,3,1,1,311,5
2754.0,372,290,10,2,1,2,212,5
2755.0,414,560,10,2,1,2,212,5
2758.0,78,600,20,4,2,2,422,8
2759.0,834,50,10,1,1,1,111,3
2760.0,631,1370,10,1,1,3,113,5
2764.0,211,4290,30,3,3,4,334,10
2766.0,841,50,10,1,1,1,111,3
2767.0,855,80,10,1,1,1,111,3
2771.0,22,220,20,4,2,1,421,7
2772.0,1,730,10,4,1,2,412,7
2774.0,519,1390,10,1,1,3,113,5
2775.0,120,1820,20,3,2,4,324,9
2776.0,645,80,10,1,1,1,111,3
2779.0,638,320,20,1,2,2,122,5
2780.0,344,130,10,2,1,1,211,4
2783.0,358,4010,30,2,3,4,234,9
2784.0,316,1890,10,2,1,4,214,7
2788.0,64,140,20,4,2,1,421,7
2789.0,323,680,20,2,2,2,222,6
2790.0,834,30,10,1,1,1,111,3
2793.0,652,4770,20,1,2,4,124,7
2795.0,659,220,10,1,1,1,111,3
2798.0,393,820,20,2,2,3,223,7
2801.0,407,30,10,2,1,1,211,4
2802.0,540,970,10,1,1,3,113,5
2803.0,29,130,20,4,2,1,421,7
2806.0,435,50,20,2,2,1,221,5
2807.0,120,800,10,3,1,3,313,7
2808.0,127,200,20,3,2,1,321,6
2810.0,414,280,20,2,2,2,222,6
2811.0,197,790,10,3,1,3,313,7
2812.0,155,280,20,3,2,2,322,7
2813.0,820,900,10,1,1,3,113,5
2814.0,463,720,10,2,1,2,212,5
2817.0,78,590,20,4,2,2,422,8
2819.0,463,210,10,2,1,1,211,4
2820.0,421,220,10,2,1,1,211,4
2821.0,743,630,10,1,1,2,112,4
2824.0,358,290,10,2,1,2,212,5
2825.0,610,360,10,1,1,2,112,4
2826.0,379,150,10,2,1,1,211,4
2827.0,134,5640,10,3,1,4,314,8
2828.0,470,3880,30,2,3,4,234,9
2829.0,603,1900,20,1,2,4,124,7
2830.0,848,40,10,1,1,1,111,3
2834.0,309,50,10,2,1,1,211,4
2835.0,127,1260,20,3,2,3,323,8
2838.0,29,1630,20,4,2,3,423,9
2840.0,71,200,20,4,2,1,421,7
2841.0,337,570,20,2,2,2,222,6
2843.0,36,120,10,4,1,1,411,6
2844.0,736,640,10,1,1,2,112,4
2845.0,358,4680,30,2,3,4,234,9
2848.0,316,80,20,2,2,1,221,5
2849.0,120,2320,40,3,4,4,344,11
2850.0,715,2280,10,1,1,4,114,6
2851.0,85,10,10,4,1,1,411,6
2855.0,176,1420,20,3,2,3,323,8
2856.0,736,170,10,1,1,1,111,3
2858.0,330,520,20,2,2,2,222,6
2860.0,680,840,10,1,1,3,113,5
2862.0,722,250,10,1,1,1,111,3
2864.0,582,560,20,1,2,2,122,5
2865.0,659,760,20,1,2,3,123,6
2867.0,652,1110,10,1,1,3,113,5
2873.0,540,3600,10,1,1,4,114,6
2877.0,260,130,10,3,1,1,311,5
2880.0,393,460,10,2,1,2,212,5
2881.0,799,110,10,1,1,1,111,3
2882.0,120,2330,30,3,3,4,334,10
2884.0,589,130,10,1,1,1,111,3
2885.0,421,1530,10,2,1,3,213,6
2887.0,673,520,20,1,2,2,122,5
2888.0,43,60,10,4,1,1,411,6
2889.0,449,200,10,2,1,1,211,4
2890.0,43,290,20,4,2,2,422,8
2898.0,15,280,20,4,2,2,422,8
2899.0,582,160,10,1,1,1,111,3
2901.0,568,370,10,1,1,2,112,4
2902.0,29,5540,30,4,3,4,434,11
2903.0,834,50,10,1,1,1,111,3
2904.0,92,120,10,4,1,1,411,6
2906.0,330,640,10,2,1,2,212,5
2908.0,561,450,10,1,1,2,112,4
2909.0,246,800,20,3,2,3,323,8
2913.0,820,60,10,1,1,1,111,3
2914.0,512,250,10,1,1,1,111,3
2915.0,99,270,20,4,2,2,422,8
2918.0,92,220,20,4,2,1,421,7
2919.0,260,460,20,3,2,2,322,7
2921.0,722,400,20,1,2,2,122,5
2924.0,505,30,10,1,1,1,111,3
2927.0,414,40,10,2,1,1,211,4
2929.0,197,3670,20,3,2,4,324,9
2931.0,176,4210,20,3,2,4,324,9
2932.0,239,110,10,3,1,1,311,5
2933.0,855,940,10,1,1,3,113,5
2934.0,323,710,10,2,1,2,212,5
2935.0,477,670,20,2,2,2,222,6
2939.0,561,660,20,1,2,2,122,5
2940.0,736,340,10,1,1,2,112,4
2941.0,820,80,10,1,1,1,111,3
2944.0,512,140,10,1,1,1,111,3
2947.0,85,1380,40,4,4,3,443,11
2949.0,190,4400,20,3,2,4,324,9
2950.0,526,330,10,1,1,2,112,4
2951.0,554,100,10,1,1,1,111,3
2952.0,211,1940,20,3,2,4,324,9
2953.0,29,300,10,4,1,2,412,7
2954.0,232,50,10,3,1,1,311,5
2955.0,554,5390,10,1,1,4,114,6
2957.0,680,250,20,1,2,1,121,4
2958.0,365,1900,10,2,1,4,214,7
2960.0,190,460,10,3,1,2,312,6
2961.0,309,730,10,2,1,2,212,5
2962.0,463,30,10,2,1,1,211,4
2963.0,204,1130,10,3,1,3,313,7
2966.0,316,1220,10,2,1,3,213,6
2967.0,316,110,10,2,1,1,211,4
2968.0,120,330,20,3,2,2,322,7
2970.0,617,160,10,1,1,1,111,3
2971.0,456,220,30,2,3,1,231,6
2973.0,309,60,10,2,1,1,211,4
2974.0,575,820,10,1,1,3,113,5
2975.0,722,890,10,1,1,3,113,5
2979.0,386,1770,10,2,1,4,214,7
2980.0,596,30,10,1,1,1,111,3
2982.0,400,200,10,2,1,1,211,4
2983.0,22,4060,30,4,3,4,434,11
2984.0,337,480,20,2,2,2,222,6
2985.0,400,2110,10,2,1,4,214,7
2986.0,484,700,20,1,2,2,122,5
2987.0,92,1030,10,4,1,3,413,8
2988.0,337,250,10,2,1,1,211,4
2989.0,477,140,10,2,1,1,211,4
2990.0,127,380,10,3,1,2,312,6
2992.0,554,660,10,1,1,2,112,4
2995.0,834,100,10,1,1,1,111,3
2996.0,421,620,10,2,1,2,212,5
2998.0,820,20,10,1,1,1,111,3
3001.0,792,1520,10,1,1,3,113,5
3002.0,183,2990,20,3,2,4,324,9
3003.0,316,510,30,2,3,2,232,7
3005.0,673,530,10,1,1,2,112,4
3006.0,239,40,10,3,1,1,311,5
3009.0,113,100,10,3,1,1,311,5
3010.0,113,1600,20,3,2,3,323,8
3013.0,141,2510,10,3,1,4,314,8
3014.0,1,140,10,4,1,1,411,6
3021.0,365,1390,10,2,1,3,213,6
3022.0,36,1690,10,4,1,4,414,9
3023.0,57,80,10,4,1,1,411,6
3024.0,246,10,10,3,1,1,311,5
3026.0,708,90,10,1,1,1,111,3
3028.0,680,490,10,1,1,2,112,4
3030.0,491,1630,10,1,1,3,113,5
3032.0,267,830,10,2,1,3,213,6
3033.0,589,550,20,1,2,2,122,5
3037.0,379,500,20,2,2,2,222,6
3041.0,428,100,20,2,2,1,221,5
3043.0,190,70,10,3,1,1,311,5
3044.0,673,60,10,1,1,1,111,3
3045.0,379,1470,30,2,3,3,233,8
3046.0,141,490,20,3,2,2,322,7
3050.0,351,140,10,2,1,1,211,4
3051.0,463,60,10,2,1,1,211,4
3053.0,449,60,10,2,1,1,211,4
3054.0,323,570,20,2,2,2,222,6
3057.0,463,80,10,2,1,1,211,4
3058.0,253,140,10,3,1,1,311,5
3059.0,57,2200,20,4,2,4,424,10
3060.0,582,2040,10,1,1,4,114,6
3061.0,92,220,10,4,1,1,411,6
3062.0,841,50,10,1,1,1,111,3
3064.0,351,150,10,2,1,1,211,4
3066.0,540,2090,10,1,1,4,114,6
3070.0,379,120,10,2,1,1,211,4
3072.0,50,740,40,4,4,3,443,11
3073.0,36,360,20,4,2,2,422,8
3075.0,778,10,10,1,1,1,111,3
3076.0,246,330,20,3,2,2,322,7
3078.0,36,1220,10,4,1,3,413,8
3079.0,22,310,10,4,1,2,412,7
3080.0,330,530,10,2,1,2,212,5
3084.0,78,20,10,4,1,1,411,6
3086.0,491,300,10,1,1,2,112,4
3088.0,71,130,10,4,1,1,411,6
3090.0,218,410,20,3,2,2,322,7
3096.0,736,1290,10,1,1,3,113,5
3098.0,211,170,10,3,1,1,311,5
3101.0,617,110,10,1,1,1,111,3
3105.0,743,560,10,1,1,2,112,4
3106.0,99,20,10,4,1,1,411,6
3109.0,701,150,10,1,1,1,111,3
3111.0,687,170,10,1,1,1,111,3
3113.0,92,210,20,4,2,1,421,7
3114.0,386,790,10,2,1,3,213,6
3115.0,379,240,10,2,1,1,211,4
3116.0,274,2320,20,2,2,4,224,8
3118.0,43,520,10,4,1,2,412,7
3119.0,330,120,10,2,1,1,211,4
3120.0,197,670,20,3,2,2,322,7
3124.0,1,1080,20,4,2,3,423,9
3125.0,127,50,10,3,1,1,311,5
3129.0,582,2570,10,1,1,4,114,6
3130.0,92,150,10,4,1,1,411,6
3135.0,449,50,10,2,1,1,211,4
3136.0,449,660,30,2,3,2,232,7
3137.0,785,50,10,1,1,1,111,3
3138.0,806,420,10,1,1,2,112,4
3140.0,519,1050,10,1,1,3,113,5
3141.0,512,150,10,1,1,1,111,3
3143.0,99,2290,10,4,1,4,414,9
3144.0,22,350,20,4,2,2,422,8
3149.0,239,80,10,3,1,1,311,5
3158.0,463,920,20,2,2,3,223,7
3159.0,540,640,20,1,2,2,122,5
3160.0,757,1650,10,1,1,3,113,5
3161.0,582,490,10,1,1,2,112,4
3164.0,169,280,10,3,1,2,312,6
3166.0,302,2810,10,2,1,4,214,7
3167.0,708,130,10,1,1,1,111,3
3171.0,232,5440,40,3,4,4,344,11
3172.0,162,2520,30,3,3,4,334,10
3174.0,631,70,10,1,1,1,111,3
3175.0,561,4260,10,1,1,4,114,6
3177.0,498,240,10,1,1,1,111,3
3180.0,722,770,20,1,2,3,123,6
3182.0,624,290,10,1,1,2,112,4
3183.0,29,2400,20,4,2,4,424,10
3184.0,36,370,10,4,1,2,412,7
3185.0,155,3290,40,3,4,4,344,11
3186.0,99,750,30,4,3,3,433,10
3188.0,442,530,20,2,2,2,222,6
3189.0,8,400,20,4,2,2,422,8
3191.0,22,380,10,4,1,2,412,7
3193.0,701,820,10,1,1,3,113,5
3195.0,568,430,10,1,1,2,112,4
3199.0,834,1260,10,1,1,3,113,5
3200.0,85,250,10,4,1,1,411,6
3204.0,176,210,10,3,1,1,311,5
3205.0,232,880,10,3,1,3,313,7
3212.0,141,4970,10,3,1,4,314,8
3213.0,708,1490,10,1,1,3,113,5
3214.0,582,330,10,1,1,2,112,4
3215.0,407,160,10,2,1,1,211,4
3216.0,435,120,10,2,1,1,211,4
3217.0,351,4800,10,2,1,4,214,7
3218.0,575,690,20,1,2,2,122,5
3219.0,484,580,30,1,3,2,132,6
3220.0,519,720,10,1,1,2,112,4
3221.0,596,150,10,1,1,1,111,3
3222.0,582,730,10,1,1,2,112,4
3223.0,491,1890,10,1,1,4,114,6
3224.0,694,550,10,1,1,2,112,4
3225.0,253,340,30,3,3,2,332,8
3228.0,519,240,10,1,1,1,111,3
3229.0,64,250,20,4,2,1,421,7
3230.0,701,140,10,1,1,1,111,3
3233.0,372,320,20,2,2,2,222,6
3236.0,561,930,20,1,2,3,123,6
3240.0,470,90,20,2,2,1,221,5
3241.0,239,710,30,3,3,2,332,8
3242.0,540,40,10,1,1,1,111,3
3244.0,526,730,10,1,1,2,112,4
3245.0,778,1430,10,1,1,3,113,5
3246.0,435,10,10,2,1,1,211,4
3247.0,281,1600,20,2,2,3,223,7
3249.0,806,80,10,1,1,1,111,3
3251.0,610,20,10,1,1,1,111,3
3252.0,92,140,20,4,2,1,421,7
3255.0,8,2560,20,4,2,4,424,10
3256.0,232,220,20,3,2,1,321,6
3258.0,547,780,10,1,1,3,113,5
3259.0,309,30,10,2,1,1,211,4
3260.0,323,1060,10,2,1,3,213,6
3273.0,281,190,10,2,1,1,211,4
3274.0,197,260,10,3,1,1,311,5
3276.0,750,720,20,1,2,2,122,5
3277.0,50,290,10,4,1,2,412,7
3278.0,631,10,10,1,1,1,111,3
3281.0,414,130,10,2,1,1,211,4
3282.0,666,780,10,1,1,3,113,5
3285.0,190,300,10,3,1,2,312,6
3286.0,610,1470,20,1,2,3,123,6
3289.0,295,660,20,2,2,2,222,6
3290.0,218,390,20,3,2,2,322,7
3292.0,106,50,10,4,1,1,411,6
3295.0,323,1570,10,2,1,3,213,6
3296.0,148,50,10,3,1,1,311,5
3297.0,526,1140,10,1,1,3,113,5
3299.0,288,260,10,2,1,1,211,4
3300.0,421,510,10,2,1,2,212,5
3301.0,113,210,20,3,2,1,321,6
3302.0,400,30,10,2,1,1,211,4
3303.0,78,2370,20,4,2,4,424,10
3304.0,99,150,10,4,1,1,411,6
3306.0,393,70,10,2,1,1,211,4
3310.0,806,720,10,1,1,2,112,4
3311.0,218,250,10,3,1,1,311,5
3313.0,561,330,10,1,1,2,112,4
3314.0,127,500,10,3,1,2,312,6
3317.0,239,2020,20,3,2,4,324,9
3318.0,526,640,10,1,1,2,112,4
3320.0,806,100,10,1,1,1,111,3
3321.0,260,1600,10,3,1,3,313,7
3322.0,22,2900,30,4,3,4,434,11
3323.0,652,210,10,1,1,1,111,3
3324.0,148,520,10,3,1,2,312,6
3325.0,701,670,10,1,1,2,112,4
3326.0,547,190,10,1,1,1,111,3
3327.0,92,50,10,4,1,1,411,6
3328.0,92,2050,20,4,2,4,424,10
3329.0,617,170,10,1,1,1,111,3
3330.0,827,30,10,1,1,1,111,3
3332.0,624,1040,20,1,2,3,123,6
3333.0,442,60,10,2,1,1,211,4
3336.0,834,10,10,1,1,1,111,3
3337.0,694,100,10,1,1,1,111,3
3338.0,57,890,30,4,3,3,433,10
3339.0,407,1250,20,2,2,3,223,7
3340.0,449,430,20,2,2,2,222,6
3341.0,127,230,10,3,1,1,311,5
3343.0,176,150,10,3,1,1,311,5
3346.0,15,70,10,4,1,1,411,6
3348.0,449,60,10,2,1,1,211,4
3349.0,134,80,10,3,1,1,311,5
3350.0,127,190,20,3,2,1,321,6
3351.0,379,1460,10,2,1,3,213,6
3356.0,330,330,20,2,2,2,222,6
3359.0,36,4470,20,4,2,4,424,10
3360.0,71,2540,30,4,3,4,434,11
3361.0,813,80,10,1,1,1,111,3
3362.0,1,290,20,4,2,2,422,8
3364.0,281,640,10,2,1,2,212,5
3367.0,36,310,10,4,1,2,412,7
3368.0,743,750,20,1,2,3,123,6
3369.0,848,80,10,1,1,1,111,3
3372.0,365,1710,20,2,2,4,224,8
3373.0,505,1190,30,1,3,3,133,7
3374.0,715,470,10,1,1,2,112,4
3375.0,197,230,10,3,1,1,311,5
3377.0,449,230,20,2,2,1,221,5
3380.0,750,1240,10,1,1,3,113,5
3381.0,764,1020,10,1,1,3,113,5
3382.0,617,100,10,1,1,1,111,3
3386.0,15,460,20,4,2,2,422,8
3387.0,533,590,10,1,1,2,112,4
3388.0,498,460,10,1,1,2,112,4
3389.0,85,470,20,4,2,2,422,8
3393.0,358,530,10,2,1,2,212,5
3395.0,470,20,10,2,1,1,211,4
3396.0,400,1840,20,2,2,4,224,8
3397.0,631,100,10,1,1,1,111,3
3399.0,540,630,20,1,2,2,122,5
3400.0,687,30,10,1,1,1,111,3
3401.0,127,410,10,3,1,2,312,6
3405.0,785,60,10,1,1,1,111,3
3407.0,274,1470,20,2,2,3,223,7
3408.0,113,250,10,3,1,1,311,5
3409.0,694,980,10,1,1,3,113,5
3410.0,743,5070,20,1,2,4,124,7
3412.0,575,290,10,1,1,2,112,4
3414.0,36,1590,30,4,3,3,433,10
3417.0,792,40,10,1,1,1,111,3
3419.0,246,40,10,3,1,1,311,5
3421.0,120,840,20,3,2,3,323,8
3422.0,162,110,10,3,1,1,311,5
3424.0,50,90,10,4,1,1,411,6
3425.0,176,2120,10,3,1,4,314,8
3426.0,834,90,10,1,1,1,111,3
3427.0,57,40,10,4,1,1,411,6
3429.0,141,2100,10,3,1,4,314,8
3431.0,162,4670,40,3,4,4,344,11
3432.0,757,470,10,1,1,2,112,4
3433.0,820,110,10,1,1,1,111,3
3434.0,358,2930,20,2,2,4,224,8
3435.0,855,100,10,1,1,1,111,3
3436.0,505,90,10,1,1,1,111,3
3438.0,827,40,10,1,1,1,111,3
3439.0,127,160,10,3,1,1,311,5
3440.0,407,210,10,2,1,1,211,4
3446.0,162,2150,30,3,3,4,334,10
3448.0,617,60,10,1,1,1,111,3
3450.0,547,920,20,1,2,3,123,6
3452.0,659,490,10,1,1,2,112,4
3455.0,428,170,10,2,1,1,211,4
3457.0,358,1120,20,2,2,3,223,7
3459.0,848,2350,10,1,1,4,114,6
3460.0,456,270,20,2,2,2,222,6
3461.0,260,770,30,3,3,3,333,9
3462.0,603,70,10,1,1,1,111,3
3463.0,99,1900,20,4,2,4,424,10
3469.0,253,260,10,3,1,1,311,5
3470.0,771,310,10,1,1,2,112,4
3471.0,638,1370,20,1,2,3,123,6
3472.0,176,260,20,3,2,1,321,6
3473.0,176,430,10,3,1,2,312,6
3474.0,141,470,10,3,1,2,312,6
3477.0,337,90,10,2,1,1,211,4
3479.0,554,380,10,1,1,2,112,4
3483.0,50,310,10,4,1,2,412,7
3484.0,652,20,10,1,1,1,111,3
3486.0,162,150,10,3,1,1,311,5
3487.0,239,430,10,3,1,2,312,6
3488.0,106,1160,20,4,2,3,423,9
3489.0,85,400,30,4,3,2,432,9
3491.0,638,30,10,1,1,1,111,3
3493.0,505,60,10,1,1,1,111,3
3494.0,526,250,10,1,1,1,111,3
3497.0,757,170,10,1,1,1,111,3
3499.0,666,960,10,1,1,3,113,5
3500.0,638,280,10,1,1,2,112,4
3502.0,400,990,20,2,2,3,223,7
3505.0,120,30,10,3,1,1,311,5
3506.0,358,330,10,2,1,2,212,5
