track_name,track_uri,album_name,artist_name,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Passionfruit,7hDc8b7IXETo14hHIHdnhd,More Life,Drake,2017-03-18,298940,0,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,4
Portland,2bjwRfXMk4uRgOD9IBYl9h,More Life,Drake,2017-03-18,236614,71,0.0172,0.925,0.443,0.0,0.276,-8.216,0.264,136.078,4
valley girls,5zI6ueoYshDD99aCEs66QG,the afterglow,blackbear,2014-04-20,215850,47,0.395,0.574,0.456,0.0,0.161,-9.435,0.0865,149.945,4
90210 (feat. G-Eazy),4hdog9vyyqG9pcppG2Izek,deadroses,blackbear,2015-02-14,223295,55,0.0306,0.707,0.707,0.0,0.127,-6.161,0.0375,104.039,4
deadroses,3cuW0sgJND4ZkdN1m7m7Gg,deadroses,blackbear,2015-02-14,184636,54,0.697,0.612,0.536,0.0,0.131,-6.537,0.157,132.251,4
400 Lux,6rjtB7KSIiJ6v9vrACMlqF,Pure Heroine,Lorde,2013-09-27,234286,61,0.0787,0.512,0.474,0.00345,0.134,-8.36,0.0371,183.991,4
Ribs,2MvvoeRt8NcOXWESkxWn3g,Pure Heroine,Lorde,2013-09-27,258969,79,0.534,0.511,0.472,0.614,0.11,-9.277,0.091,127.978,4
The Love Club,2yrJ1jWo3HLksJFUqUsZE4,Pure Heroine (Extended),Lorde,2013-01-01,201433,1,0.212,0.794,0.493,0.0133,0.13,-7.257,0.0563,92.026,4
Swingin Party,7otV7kSzDMo11qLlw8pAtr,Pure Heroine (Extended),Lorde,2013-01-01,222362,0,0.92,0.337,0.245,2.56e-05,0.119,-13.442,0.0384,107.472,4
Killing Spree,6OQea06z3cbOqYgG2O6eOZ,Everybody,Logic,2017-05-05,206613,50,0.029,0.856,0.757,0.0,0.105,-5.782,0.145,124.069,4
Black SpiderMan,7BKUWh5sdtdS17crohRe4L,Everybody,Logic,2017-05-05,331266,55,0.11,0.611,0.867,0.000105,0.346,-5.298,0.0896,140.032,4
Flexicution,2c8sgbZoEanC3QyFNZxUcA,Bobby Tarantino,Logic,2016-07-01,218946,61,0.0619,0.782,0.713,0.00125,0.108,-6.576,0.0899,159.839,4
Super Mario World,1py4qzrEEkOvU8uTHYLuOW,Bobby Tarantino,Logic,2016-07-01,177680,53,0.0548,0.862,0.662,0.0,0.0993,-7.19,0.209,131.964,4
Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,Speakerboxxx/The Love Below,Outkast,2003,235213,81,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,4
Sweet Caroline,3zByVQLvdXUaDTubfWkpCk,Sweet Caroline,Neil Diamond,1969,203573,0,0.611,0.529,0.127,0.000109,0.237,-16.066,0.0274,63.05,4
Beverly Hills,1yKu2MhpwzDXXH2tzG6xoa,Make Believe,Weezer,2005-05-10,196093,71,0.0932,0.693,0.823,0.0,0.328,-3.761,0.0726,87.904,4
Ophelia,6ZYS6QQxTLsQ6IFXdVx1r4,Cleopatra (Deluxe),The Lumineers,2016-02-05,160106,0,0.603,0.664,0.573,0.000604,0.0915,-6.482,0.0276,76.371,4
Stubborn Love,15twB7zTglmu0Bg8gW4Mrm,The Lumineers,The Lumineers,2012-01-01,277333,0,0.617,0.596,0.555,0.0395,0.275,-11.689,0.0374,115.019,4
Local Long Distance Relationship (LA2NY),5IzGDVmi0oAb71kuTrIRbI,saintmotelevision,Saint Motel,2016-10-21,201200,40,0.0654,0.684,0.808,5.66e-06,0.0591,-6.237,0.0256,127.046,4
Puzzle Pieces,3ASt4jBSatnN4RGMlym74h,My Type,Saint Motel,2014-10-27,231386,13,0.117,0.537,0.89,2.05e-05,0.279,-5.191,0.0488,114.088,4
Picture To Burn,32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Taylor Swift,2006-10-24,173066,66,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,4
Should've Said No,16MVSD0mGI4RMQT83Qzm69,Taylor Swift,Taylor Swift,2006-10-24,242200,63,0.0103,0.476,0.777,0.0,0.196,-3.771,0.0289,167.964,4
All Too Well,4XMP3zVxrnr58T0tjIHvpR,Red,Taylor Swift,2012-10-22,327893,48,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,4
Mess Around,0X0Lz7LwpiIWcdGqVWaxXD,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,173173,60,0.0119,0.423,0.931,0.00104,0.629,-5.225,0.0539,150.385,4
Too Late To Say Goodbye,48sc7vBJeNoCEQhxO3zYKA,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,252786,60,0.135,0.482,0.55,0.0,0.294,-7.098,0.0356,67.559,4
Punchin' Bag,17Mzg40eYZh2qNDKH5pZWm,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,227493,51,0.00828,0.54,0.816,0.00333,0.292,-5.956,0.0543,134.265,4
Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,Melophobia,Cage The Elephant,2013-10-08,229346,74,0.0265,0.44,0.778,1.04e-06,0.151,-1.786,0.0327,148.038,4
Teeth,6MtJnnoTMozorcmelPpy8Y,Melophobia,Cage The Elephant,2013-10-08,327026,43,0.186,0.295,0.976,0.00243,0.0709,-1.267,0.107,136.771,4
Whole Wide World - Unpeeled,5atlAt28h9xM5wxPspr5MU,Unpeeled,Cage The Elephant,2017-07-28,205706,55,0.377,0.405,0.751,0.0,0.0958,-3.608,0.0392,120.807,4
Tonight You're Perfect,3ym8RPF4EQPqtW0v8G44BT,A Bad Girl In Harlem,New Politics,2013-05-17,202106,49,0.00184,0.583,0.719,0.0356,0.0919,-5.643,0.035,123.999,4
Harlem,573latfTMO7SpGtStVrQx5,A Bad Girl In Harlem,New Politics,2013-05-17,163626,59,0.00189,0.603,0.952,0.000445,0.317,-3.699,0.0947,133.97,4
Berlin,4xjkURdXzlD9v41aqxKj14,A Bad Girl In Harlem,New Politics,2013-05-17,191306,31,0.0028,0.506,0.899,0.0,0.372,-5.826,0.0595,128.001,4
Stuck On You,6eemPcEyvaxp7gDhDtY8HT,A Bad Girl In Harlem,New Politics,2013-05-17,222680,35,0.015,0.39,0.716,0.0,0.159,-5.702,0.0327,171.882,4
Location,152lZdxL1OR0ZMW6KquMif,American Teen,Khalid,2017-04-27,219080,78,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
8TEEN,5bgwqaRSS3M8WHWruHgSL5,American Teen,Khalid,2017-04-27,228600,77,0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4
Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,American Teen,Khalid,2017-04-27,202546,80,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
Sex & Super Smash Bros.,2a3SHGbb2dPU4TvbfpMWJF,Beautiful Loser,KYLE,2013-08-05,203489,0,0.119,0.751,0.784,0.0,0.071,-4.876,0.175,117.016,4
If You Like It Or Not,7eN56jd24acGjea5YRBCS6,Violent Things,The Brobecks,2009-04-25,210786,48,0.0868,0.396,0.758,0.0,0.0536,-5.62,0.0645,163.955,4
Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,Ctrl,SZA,2017-06-09,275080,77,0.112,0.795,0.594,0.0,0.162,-6.2,0.0748,135.002,4
Kiwi,33SNO8AaciGbNaQFkxvPrW,Harry Styles,Harry Styles,2017-05-12,176386,78,0.00064,0.375,0.93,0.0,0.318,-2.631,0.0561,147.124,4
Woman,33bURv895AN4FkBvgFo2dx,Harry Styles,Harry Styles,2017-05-12,278800,72,0.0169,0.624,0.647,0.0038,0.221,-4.68,0.0335,136.022,4
"Breathe, Desperately",5z16y5iIiKa1tmpzOqz3pM,Absent Sounds,From Indian Lakes,2014-10-07,238097,41,0.0198,0.568,0.803,0.00114,0.097,-8.047,0.0332,148.05,4
Ghost,03eWbrmzHkd5wuW6svNtyQ,Absent Sounds,From Indian Lakes,2014-10-07,229672,30,0.102,0.634,0.659,0.000109,0.0904,-8.939,0.0292,129.991,4
We Are Invincible,0Vw7RlR5LV7pQW0zzLKerO,The Man With Wooden Legs,From Indian Lakes,2009-12-15,268546,20,0.002,0.4,0.74,0.0,0.0529,-8.374,0.0471,108.954,4
Wake Up Call,1zqllQUMCgMaInr0CzFVll,It Won't Be Soon Before Long.,Maroon 5,2007-01-01,201306,55,0.0302,0.632,0.949,0.0,0.0871,-2.671,0.0593,164.118,4
Kiwi,2QAcGZOKjrQW0UL1YxO3Aa,It Won't Be Soon Before Long.,Maroon 5,2007-01-01,214546,33,0.0384,0.74,0.874,0.00634,0.901,-4.47,0.0992,141.984,4
Primadonna,02b5L9jExmkRTdUTqXFzmR,Electra Heart,MARINA,2012-04-27,221075,50,0.0884,0.66,0.689,0.0,0.0922,-2.671,0.0337,127.98,4
Homewrecker,6kzXyIzMqPV28d62KYvSuQ,Electra Heart,MARINA,2012-04-27,202693,27,0.00135,0.484,0.756,1.55e-06,0.168,-5.709,0.0605,132.722,4
Power & Control,0vN0zz4fess75IwNHUEXCa,Electra Heart,MARINA,2012-04-27,226480,20,0.00807,0.529,0.9,0.00128,0.114,-4.941,0.0426,120.026,4
Are You Satisfied?,411Hvulc0PrGQLOHljTYed,The Family Jewels,MARINA,2010-02-15,201186,65,0.32,0.667,0.728,0.0,0.0765,-4.969,0.0405,124.001,4
Obsessions,0X3VdkebZGTuL9sMOMoyHy,The Family Jewels,MARINA,2010-02-15,208133,46,0.677,0.721,0.616,0.00124,0.0841,-6.795,0.0343,104.955,4
Supermodel,5wTVNpi5WDByxBgKgUE6MU,Ctrl,SZA,2017-06-09,181120,72,0.651,0.613,0.442,0.0,0.26,-8.874,0.288,119.737,5
Cardiac Arrest,6zQyu8L8yUuJkl6LbQ6iKU,Language & Perspective,Bad Suns,2014-07-01,182518,61,0.0521,0.616,0.88,0.000717,0.0539,-3.59,0.042,94.011,4
If You Say So,68CplyXL1dvj9fIx0zhcJH,Electrogram,Vinyl Theatre,2014-09-23,190520,26,0.00792,0.544,0.877,0.0,0.119,-3.376,0.0449,144.986,4
Pillow Talk,5elO0cHwIvP4K8yLhJMThb,Gold,Vinyl Theatre,2013-11-12,190687,18,0.0493,0.439,0.949,0.00385,0.197,-2.071,0.0567,159.999,4
Tokyo,5TJw2vQXPiSm0ufcZWFMtv,Gold,Vinyl Theatre,2013-11-12,186493,32,0.00328,0.535,0.875,0.0,0.181,-3.166,0.0717,120.045,4
Day in Day Out,0M5w3HX2II5sT48jrx9HOg,Origami,Vinyl Theatre,2017-05-05,188226,26,0.00296,0.465,0.742,0.0,0.169,-4.719,0.0359,91.907,4
W.D.Y.W.F.M?,3vooOYHU0Fi3ViCG7Ozh0Y,I Love You.,The Neighbourhood,2013-04-19,259413,67,0.0303,0.557,0.845,0.00851,0.354,-2.926,0.0346,123.997,4
Flawless,2Kt1XplPBQBsDKQDa6TssB,I Love You.,The Neighbourhood,2013-04-19,246493,69,0.0553,0.568,0.871,0.51,0.303,-3.453,0.0308,119.99,4
Cry Baby,0EfsDEYaSjGYd66Pr881nq,Wiped Out!,The Neighbourhood,2015-10-30,235160,74,0.00269,0.581,0.656,2.78e-06,0.101,-4.891,0.0294,108.033,4
Ferrari,7xrwGUa11hnnxXWeTIzcHf,Wiped Out!,The Neighbourhood,2015-10-30,184173,57,0.00235,0.442,0.652,1.06e-06,0.5,-8.636,0.0405,75.576,4
Single,5Ma3BlNVDtn3JiwMEafSaq,Wiped Out!,The Neighbourhood,2015-10-30,262320,63,0.755,0.249,0.492,0.0,0.243,-7.108,0.0352,54.134,4
The City,4aL0a88FhLISWmvanzprnA,The 1975,The 1975,2013-01-01,206882,51,9.6e-05,0.481,0.963,0.000745,0.105,-4.879,0.0906,95.015,4
Sex,67ispalOAo3jnZWYSTTfZk,The 1975,The 1975,2013-01-01,207001,60,1.31e-05,0.408,0.974,4.86e-05,0.526,-4.139,0.126,148.298,4
Head.Cars.Bending,5CnQpEh55BqUPtT0GCLRqS,The 1975 (Deluxe Version),The 1975,2013,207808,40,0.246,0.445,0.58,3.36e-05,0.136,-8.639,0.136,130.091,4
Somebody Else,5hc71nKsUgtwQ3z52KEKQk,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347520,72,0.195,0.61,0.788,0.0142,0.153,-5.724,0.0585,101.045,4
Giants,5ciqyuB1G3ulnQsNGmoOE8,Distraction,Bear Hands,2014-08-08,188266,34,0.00638,0.467,0.856,0.0129,0.0782,-5.485,0.111,184.049,4
Post Break-Up Sex,77GZxme1GMNbbooEH8nHNX,What Did You Expect from the Vaccines?,The Vaccines,2011-03-11,174453,0,7.32e-05,0.402,0.902,0.00465,0.261,-4.115,0.0469,136.883,4
Fallout,6XKtVBVGrWieQG0b6kMpt3,The Balcony,Catfish and the Bottlemen,2014-09-15,210405,0,9.66e-05,0.358,0.851,0.0,0.363,-3.76,0.0549,146.028,4
Homesick,5EZlmpJljQXxfqA9RuCikf,The Balcony,Catfish and the Bottlemen,2014-09-15,148092,0,0.00231,0.699,0.6,0.00963,0.114,-6.328,0.134,142.037,4
Rango,02FjtTsZwY2Gmk5TMpPI36,The Balcony,Catfish and the Bottlemen,2014-09-15,177983,0,7.43e-05,0.426,0.859,0.000102,0.172,-5.115,0.0538,145.968,4
absolute in doubt,7yZBKFxnmoHLJFhAy2BBlo,absolute in doubt,Lil Peep,2017-06-08,227026,52,0.0219,0.733,0.66,0.0,0.151,-6.87,0.0436,138.034,4
Swim Good,0ytw2owVvegkIS87txqV1O,Swim Good,Frank Ocean,2011-01-01,257186,0,0.00171,0.613,0.667,0.00361,0.0752,-8.517,0.0933,79.898,4
Reminder,37F0uwRSrdzkBiuj0D5UHI,Starboy,The Weeknd,2016-11-25,218880,74,0.142,0.706,0.505,0.0,0.164,-6.923,0.193,160.053,4
Trouble,5n0CTysih20NYdT2S0Wpe8,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,225973,72,0.392,0.47,0.623,0.000439,0.0992,-5.655,0.0302,77.861,4
Saved,248OFOZef6ShXv6DGgbnxU,American Teen,Khalid,2017-04-27,206533,68,0.189,0.739,0.448,0.0,0.118,-10.28,0.138,81.044,4
Coaster,39KG4kom3enSx4GTThuDGt,American Teen,Khalid,2017-04-27,199120,72,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,4
The Weekend,6gU9OKjOE7ghfEd55oRO57,Ctrl,SZA,2017-06-09,272186,74,0.242,0.4,0.366,0.0,0.126,-9.405,0.0597,73.313,3
Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,Ctrl,SZA,2017-06-09,231253,78,0.131,0.692,0.684,0.0,0.156,-7.364,0.155,112.912,4
Normal Girl,5fQBa4wkmq28xpSLOQ202K,Ctrl,SZA,2017-06-09,253586,74,0.269,0.624,0.532,5.17e-05,0.158,-7.146,0.124,76.453,4
Leaving Tonight,0p8dPSu0ZGzGYbOhWwenXS,I'm Sorry...,The Neighbourhood,2013-05-08,203866,60,0.0147,0.565,0.675,0.0,0.102,-5.439,0.0309,119.959,4
Baby Came Home,2Ww3E6lvG1zmWlWnMRak76,I'm Sorry...,The Neighbourhood,2013-05-08,226880,59,0.017,0.637,0.552,0.00487,0.104,-5.823,0.0286,113.029,4
A Little Death,5ji8WlqOBtVRCQK9HmHz2x,I Love You.,The Neighbourhood,2013-04-19,209706,43,0.0026,0.53,0.763,1.86e-06,0.105,-4.712,0.0332,88.013,4
7,1MoDk4XDqdX25GXaRfXY2O,The Ride,Catfish and the Bottlemen,2016-05-27,256306,0,0.000237,0.527,0.715,0.0034,0.101,-4.934,0.0437,155.102,4
Oxygen,6uZzKcAUJhwSMl9sBPtiaL,The Ride,Catfish and the Bottlemen,2016-05-27,169866,0,4.48e-06,0.45,0.846,0.00459,0.155,-4.641,0.0331,125.453,4
beamer boy,7hf89cT5FEmLV5E9fjrjG7,beamer boy,Lil Peep,2017-06-08,203373,74,0.0509,0.743,0.732,1.77e-05,0.227,-4.511,0.104,123.994,4
Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,Dopamine,BØRNS,2015-10-16,218106,82,0.00543,0.611,0.797,0.00137,0.26,-7.627,0.0533,120.041,4
goosebumps,6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,84,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4
Exchange,43PuMrRfbyyuz4QpZ3oAwN,T R A P S O U L,Bryson Tiller,2015-10-02,194613,77,0.107,0.525,0.433,0.0,0.135,-10.598,0.185,160.108,4
Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,T R A P S O U L,Bryson Tiller,2015-10-02,249320,74,0.345,0.543,0.449,0.0,0.157,-8.065,0.0463,132.609,4
Where This Flower Blooms (feat. Frank Ocean),6KuXb26rHuRy3ZDse1VRmx,Flower Boy,"Tyler, The Creator",2017-07-21,194933,70,0.71,0.686,0.429,3.41e-06,0.166,-10.402,0.15,130.09,4
Glitter,0qtK3XwbuG153dmwB8iepL,Flower Boy,"Tyler, The Creator",2017-07-21,224893,71,0.306,0.449,0.434,2.76e-06,0.633,-11.777,0.243,78.57,5
Backseat Freestyle,6fAyRZ0GHuuvSOEIOwi58N,"good kid, m.A.A.d city",Kendrick Lamar,2012,212653,54,0.000739,0.546,0.651,0.0,0.235,-7.601,0.3,77.878,4
Humblest Pleasures,6QtWL8oF4oyya8KTWKzquG,Humblest Pleasures,Turnover,2016-03-04,203802,0,0.112,0.541,0.871,0.225,0.0742,-6.896,0.0294,147.031,4
Cutting My Fingers Off,4lRUr1HeCWtCwyHCIfIqTt,Peripheral Vision,Turnover,2015-09-04,195984,0,0.0422,0.418,0.665,0.0655,0.125,-7.868,0.0368,157.063,4
Dizzy On the Comedown,2QRk4N7GObZRGyhKjUHZhP,Peripheral Vision,Turnover,2015-09-04,255773,0,0.431,0.619,0.632,8.61e-06,0.0897,-7.692,0.0274,114.966,4
I Would Hate You If I Could,5M8YrY0L5SWV2Nt7ti98ZW,Peripheral Vision,Turnover,2015-09-04,243314,0,0.335,0.597,0.796,0.0935,0.158,-7.98,0.031,123.034,4
Gum,1MCnWI92kb8QW3O9sVGPhr,"I'll Keep You In Mind, From Time To Time",Moose Blood,2014-10-06,181387,0,0.00848,0.418,0.667,0.0,0.281,-6.196,0.0319,165.124,4
Swim Down,2A9EgK89dWD1zzDqBAdNVX,"I'll Keep You In Mind, From Time To Time",Moose Blood,2014-10-06,197751,0,0.00866,0.477,0.888,0.0,0.257,-6.013,0.0608,156.088,4
I Hope You're Miserable,1zQjw5A6iqzTdUwdOdGjIP,"I'll Keep You In Mind, From Time To Time",Moose Blood,2014-10-06,258736,0,0.000644,0.439,0.667,3.28e-05,0.103,-6.594,0.0379,125.014,3
Honey,3hM8QJRbPfkmcRVJwxzn9q,Blush,Moose Blood,2016-08-05,208160,0,4.49e-05,0.493,0.952,0.0,0.101,-5.138,0.0812,143.041,4
Knuckles,5U9qCuVeVJBWfW7dktnCDe,Blush,Moose Blood,2016-08-05,224840,0,4.12e-05,0.579,0.781,8.66e-05,0.108,-6.131,0.0363,137.965,4
Cheek,0AgBxA0atlWv4Sh5DfjqhS,Blush,Moose Blood,2016-08-05,230480,0,1.48e-05,0.448,0.955,0.000265,0.182,-5.077,0.0705,145.25,4
Constant Headache,6baeAT0jVAxvnLn8rIN50X,S/T,Joyce Manor,2013-05-14,184306,59,0.0467,0.41,0.892,0.0,0.246,-4.289,0.124,99.016,4
Heavy Gloom,4NL4JJOVtmWszLNzfDCGRb,The Story So Far,The Story So Far,2015-05-22,169960,29,0.000694,0.521,0.96,0.0,0.242,-2.624,0.085,101.954,4
Phantom,2guv6iUZYzIPC74Fff9Vlf,The Story So Far,The Story So Far,2015-05-22,152373,16,0.0991,0.402,0.485,0.0144,0.127,-8.536,0.0313,117.017,4
Small Talk,5b3aQxS5QzL2UazVO0GPXN,What You Don't See,The Story So Far,2013-03-26,163675,44,0.00111,0.329,0.978,0.0,0.334,-3.078,0.122,164.068,4
The Glass,5VJswDideMXmSWulPBx3LA,What You Don't See,The Story So Far,2013-03-26,167888,47,5.98e-05,0.329,0.986,0.0,0.098,-4.0,0.0961,195.984,4
Roam,5vjR4LUikpN6LhpxRWK6k2,Under Soil and Dirt,The Story So Far,2011-06-21,174573,50,0.000569,0.507,0.995,1.28e-05,0.0686,-2.355,0.0829,123.889,4
Mt. Diablo,7GlRo5A1UdV7pEFzd4O4OG,Under Soil and Dirt,The Story So Far,2011-06-21,249546,45,0.0033,0.459,0.989,0.000316,0.117,-3.003,0.162,175.938,3
Clairvoyant,0nMOZnZA4GnipZXswSmCS6,The Story so Far / Stick to Your Guns Split - EP,The Story So Far,2013-06-18,181028,58,0.859,0.387,0.352,0.0,0.135,-6.864,0.027,86.168,4
December,38hoUe0bZq5OYdixN0Ozki,Life's Not Out To Get You,Neck Deep,2015-08-14,218954,0,0.626,0.542,0.439,0.0,0.109,-7.728,0.0272,144.945,4
Sunshine Type,7HVsj2KyxZV5Suo79k6nO6,Good Nature,Turnover,2017-08-25,186623,0,0.452,0.634,0.642,0.0174,0.114,-8.186,0.0243,110.914,4
The Anthem,3SqOC9IRDYGSq9cH6K2GQI,Good Charlotte/The Young And The Hopeless,Good Charlotte,2000,175093,0,0.0079,0.495,0.938,0.0,0.14,-3.267,0.124,177.754,4
End Credits,7j5DNclXXrNL4LPw59qcUK,End Credits,EDEN,2015-08-08,240389,0,0.588,0.435,0.505,0.0,0.0859,-5.104,0.147,171.352,4
sex,26ZX2JrAb8AFbr8FFfAsO7,i think you think too much of me,EDEN,2016-08-19,218808,65,0.162,0.413,0.521,0.0,0.323,-4.469,0.0466,103.391,4
drugs,3OXpdrHLT4IqM76RajgM6Q,i think you think too much of me,EDEN,2016-08-19,338333,62,0.601,0.484,0.444,0.0,0.238,-6.935,0.0636,144.21,4
Fumes,7fJALFBexDXzu0QdatF5O4,i think you think too much of me,EDEN,2016-08-19,214631,55,0.161,0.388,0.836,0.0,0.936,-3.269,0.231,76.305,4
drowning.,1Gu6GxGcH3D0abQDS2IOyF,Bipolar Paradise,Eden Project,2014,257776,54,0.122,0.505,0.751,0.0,0.868,-4.621,0.0956,110.641,4
Soul,609mqRVCio3XULlX0kOUSC,Bipolar Paradise,Eden Project,2014,126824,40,0.951,0.438,0.0599,0.0172,0.414,-20.561,0.0402,129.085,4
Crazy in Love,5iJS04ZXjMkQZ5nS0PsIeY,Crazy in Love,Eden Project,2015-01-01,265456,61,0.871,0.569,0.316,0.0,0.115,-9.762,0.0475,118.297,4
XO,6NiXAdF2005XfIrbJ2JCN9,XO,Eden Project,2016-05-13,159582,56,0.607,0.648,0.306,1.72e-06,0.119,-9.101,0.105,163.955,4
White Linen,6buKmjgqX7MruMP8nruBbJ,Mansionz,mansionz,2017-03-24,272455,47,0.339,0.755,0.311,0.0,0.101,-11.969,0.0653,127.866,4
Rivers And Roads,1t2tKmSYA61IA7scT1yoIn,The Head And The Heart,The Head And The Heart,2010,284000,0,0.708,0.476,0.207,0.000154,0.0821,-8.814,0.0342,136.508,3
Your Boyfriend,62U57s3x5TN6Awljt07i8D,Something Wild,Radiator Hospital,2013-08-01,134480,0,0.0976,0.295,0.501,0.0,0.0483,-5.551,0.0362,178.665,4
Walkin',5JkCyeCL0S3UqzlibpeDdb,Phantom Pop,Wild Party,2014-10-07,218146,32,0.00505,0.682,0.849,8.65e-05,0.371,-4.148,0.0312,111.044,4
Yellow Love,4ZUIfD1hkwOjHtBd2iLA3u,Everybody Is Going To Heaven,Citizen,2015-06-05,221264,0,0.897,0.518,0.236,0.0119,0.119,-16.603,0.0356,94.962,4
Better Than Revenge,2ythurkTtSiyfK7GprJoFW,Speak Now,Taylor Swift,2010-10-25,217160,57,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,4
Godmanchester Chinese Bridge - Radio Edit,10wKg1j4Mzfj9QQAy3TpJ1,Godmanchester Chinese Bridge (Radio Edit),The Howl & The Hum,2017-04-05,196715,40,0.0558,0.434,0.58,0.0,0.105,-5.524,0.0365,95.884,3
Manea,6siPQXuh91vxMflYUTK5uI,Godmanchester Chinese Bridge,The Howl & The Hum,2017-08-23,204444,18,0.0195,0.523,0.676,0.000162,0.507,-4.795,0.0401,81.036,4
Sober,3C57ewlHARCVqeH3KiYkma,Sober,Mahalia,2017-07-07,266287,57,0.34,0.657,0.7,0.000106,0.0992,-4.911,0.382,82.113,4
Secret Love Song (feat. Jason Derulo),4JIo8RztBbELr2gWJ5OGK6,Get Weird (Deluxe),Little Mix,2015-11-06,249813,1,0.256,0.539,0.643,0.0,0.29,-3.982,0.0479,92.962,4
The Greatest (feat. Kendrick Lamar),7xHWNBFm6ObGEQPaUxHuKO,This Is Acting (Deluxe Version),Sia,2016-10-21,210226,69,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
Starving,6875MeXyCW0wLyT72Eetmo,HAIZ,Hailee Steinfeld,2016-08-19,181933,35,0.414,0.668,0.613,0.0,0.102,-4.225,0.102,99.852,4
Cold Water (feat. Justin Bieber & MØ),6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,185351,0,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,4
Side To Side,4pLwZjInHj3SimIyN9SnOz,Dangerous Woman,Ariana Grande,2016-05-20,226160,0,0.0408,0.648,0.738,0.0,0.292,-5.883,0.247,159.145,4
Closer,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,2016-07-29,244960,84,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
Capsize,2XMTqoHHSH0lvuXrvIEdco,Truce - EP,FRENSHIP,2016-09-02,237706,67,0.0398,0.683,0.708,0.155,0.686,-6.244,0.0305,92.991,4
Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,bloom,Machine Gun Kelly,2017-05-12,239293,72,0.214,0.697,0.691,0.0,0.185,-4.757,0.146,137.853,4
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,80,0.603,0.609,0.444,6.86e-06,0.104,-9.129,0.106,118.402,3
This Town,3UwT4FadEGWyMdaSwYcUBY,Flicker (Deluxe),Niall Horan,2017-10-20,232852,0,0.738,0.678,0.398,0.0,0.117,-8.413,0.0315,111.833,4
All Time Low,5wQRNkb7OhzJoT1P0OZ4Rw,All Time Low,Jon Bellion,2015-04-14,221333,54,0.389,0.672,0.386,0.0,0.0838,-9.715,0.264,90.082,4
Love Me Now,6nxQdXa1uAL0rY72wPZu89,DARKNESS AND LIGHT,John Legend,2016-12-02,210293,65,0.591,0.495,0.762,0.0,0.0763,-3.842,0.0862,123.893,4
Don't Wanna Know (feat. Kendrick Lamar),2QbFClFyhMMtiurUjuQlAe,Red Pill Blues (Deluxe),Maroon 5,2017-11-03,214265,0,0.341,0.775,0.617,0.0,0.0985,-6.166,0.0701,100.048,4
Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,Back from the Edge,James Arthur,2016-10-28,211466,84,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
My Way,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,2016-09-16,219159,75,0.093,0.818,0.913,3.69e-05,0.161,-3.06,0.0426,119.986,4
Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,Know-It-All (Deluxe),Alessia Cara,2015-11-13,230226,17,0.0285,0.573,0.739,0.0,0.111,-5.74,0.129,97.085,4
